#date     expnum ccd id ccdnum
#Airplane
20130612  211972 nan nan 7
20130612  211972 nan nan 11
20130612  211972 nan nan 12
20130612  211972 nan nan 17
20130612  211972 nan nan 23
20130612  211972 nan nan 29
20130612  211972 nan nan 30
20130612  211972 nan nan 36
20130612  211972 nan nan 37
20130612  211972 nan nan 43
20130612  211972 nan nan 48
20130612  211972 nan nan 49
20130612  211972 nan nan 54
20130612  211972 nan nan 58
20130612  211972 nan nan 59
20130612  211972 nan nan 62
20130419  199544 nan nan 32
20130419  199544 nan nan 33
20130419  199544 nan nan 34
20130419  199544 nan nan 25
20130419  199544 nan nan 19
20130419  199544 nan nan 13
# Airplane
20130415  197423 nan nan 25
20130415  197423 nan nan 32
20130415  197423 nan nan 39
20130415  197423 nan nan 45
### DES SV ###
# Airplane
20121122  154368  42 N31  62
20121122  154368  36 N28  59
20121122  154368  30 N24  55
20121122  154368  31 N23  54
20121122  154368  25 N18  49
20121122  154368  26 N17  48
20121122  154368  19 N12  43
20121122  154368  20 N11  42
20121122  154368  12  N6  37
20121122  154368  13  N5  36
20121122  154368  49  S6  30
20121122  154368  50  S5  29
20121122  154368  56 S12  23
20121122  154368  57 S11  22
20121122  154368  62 S18  17
20121122  154368  63 S17  16
20121122  154368  67 S24  12
20121122  154368  68 S23  11
20121122  154368  73 S28   7
20121122  154368  74 S27   6
20121122  154368  79 S31   3
# Airplane
20121209  159918  44 N29  60
20121209  159918  38 N26  57
20121209  159918  39 N25  56
20121209  159918  32 N22  53
20121209  159918  26 N17  48
20121209  159918  20 N11  42
20121209  159918  13  N5  36
20121209  159918  50  S5  29
20121209  159918  56 S12  23
20121209  159918  62 S18  17
20121209  159918  67 S24  12
20121209  159918  73 S28   7
# Airplane
20121220  162832  44 N29  60
20121220  162832  39 N25  56
20121220  162832  38 N26  57
20121220  162832  33 N21  52
20121220  162832  27 N16  47
20121220  162832  28 N15  46
20121220  162832  21 N10  41
20121220  162832  22  N9  40
20121220  162832  15  N3  34
20121220  162832  52  S3  27
20121220  162832  58 S10  21
20121220  162832  64 S16  15
20121220  162832  70 S21   9
20121220  162832  69 S22  10
20121220  162832  75 S26   5
20121220  162832  80 S30   2
# Airplane
20130221  180492  30 N24  55
20130221  180492  24 N19  50
20130221  180492  18 N13  44
20130221  180492  11  N7  38
20130221  180492  48  S7  31
20130221  180492  55 S13  24
20130221  180492  61 S19  18
